block,season,key,metric,value,note
depth_curve,FORECAST 26/27,club rank 7,mean minutes,2528.0,
depth_curve,2023-24,club rank 7,mean minutes,2266.5,
depth_curve,2024-25,club rank 7,mean minutes,2316.8,
depth_curve,2025-26,club rank 7,mean minutes,2279.0,
depth_curve,fc - 25/26,club rank 7,mean minutes,249.0,
depth_curve,fc - 2yr avg,club rank 7,mean minutes,230.1,
depth_curve,FORECAST 26/27,club rank 8,mean minutes,2378.2,
depth_curve,2023-24,club rank 8,mean minutes,2104.7,
depth_curve,2024-25,club rank 8,mean minutes,2198.5,
depth_curve,2025-26,club rank 8,mean minutes,2097.7,
depth_curve,fc - 25/26,club rank 8,mean minutes,280.6,
depth_curve,fc - 2yr avg,club rank 8,mean minutes,230.2,
depth_curve,FORECAST 26/27,club rank 9,mean minutes,2225.2,
depth_curve,2023-24,club rank 9,mean minutes,1983.7,
depth_curve,2024-25,club rank 9,mean minutes,2035.7,
depth_curve,2025-26,club rank 9,mean minutes,1927.4,
depth_curve,fc - 25/26,club rank 9,mean minutes,297.8,
depth_curve,fc - 2yr avg,club rank 9,mean minutes,243.7,
depth_curve,FORECAST 26/27,club rank 10,mean minutes,2099.6,
depth_curve,2023-24,club rank 10,mean minutes,1848.2,
depth_curve,2024-25,club rank 10,mean minutes,1890.7,
depth_curve,2025-26,club rank 10,mean minutes,1802.3,
depth_curve,fc - 25/26,club rank 10,mean minutes,297.3,
depth_curve,fc - 2yr avg,club rank 10,mean minutes,253.1,
depth_curve,FORECAST 26/27,club rank 11,mean minutes,1889.5,
depth_curve,2023-24,club rank 11,mean minutes,1694.8,
depth_curve,2024-25,club rank 11,mean minutes,1767.4,
depth_curve,2025-26,club rank 11,mean minutes,1691.0,
depth_curve,fc - 25/26,club rank 11,mean minutes,198.5,
depth_curve,fc - 2yr avg,club rank 11,mean minutes,160.2,
depth_curve,FORECAST 26/27,club rank 12,mean minutes,1595.2,
depth_curve,2023-24,club rank 12,mean minutes,1518.5,
depth_curve,2024-25,club rank 12,mean minutes,1611.6,
depth_curve,2025-26,club rank 12,mean minutes,1569.2,
depth_curve,fc - 25/26,club rank 12,mean minutes,26.1,
depth_curve,fc - 2yr avg,club rank 12,mean minutes,4.9,
depth_curve,FORECAST 26/27,club rank 13,mean minutes,1399.5,
depth_curve,2023-24,club rank 13,mean minutes,1373.8,
depth_curve,2024-25,club rank 13,mean minutes,1409.0,
depth_curve,2025-26,club rank 13,mean minutes,1425.8,
depth_curve,fc - 25/26,club rank 13,mean minutes,-26.3,
depth_curve,fc - 2yr avg,club rank 13,mean minutes,-17.9,
depth_curve,FORECAST 26/27,club rank 14,mean minutes,1193.5,
depth_curve,2023-24,club rank 14,mean minutes,1228.0,
depth_curve,2024-25,club rank 14,mean minutes,1202.2,
depth_curve,2025-26,club rank 14,mean minutes,1299.3,
depth_curve,fc - 25/26,club rank 14,mean minutes,-105.8,
depth_curve,fc - 2yr avg,club rank 14,mean minutes,-57.2,
depth_curve,FORECAST 26/27,club rank 15,mean minutes,1006.0,
depth_curve,2023-24,club rank 15,mean minutes,1148.5,
depth_curve,2024-25,club rank 15,mean minutes,1047.0,
depth_curve,2025-26,club rank 15,mean minutes,1154.8,
depth_curve,fc - 25/26,club rank 15,mean minutes,-148.8,
depth_curve,fc - 2yr avg,club rank 15,mean minutes,-94.9,
depth_curve,FORECAST 26/27,club rank 16,mean minutes,878.0,
depth_curve,2023-24,club rank 16,mean minutes,1048.4,
depth_curve,2024-25,club rank 16,mean minutes,942.1,
depth_curve,2025-26,club rank 16,mean minutes,1014.9,
depth_curve,fc - 25/26,club rank 16,mean minutes,-136.9,
depth_curve,fc - 2yr avg,club rank 16,mean minutes,-100.5,
depth_curve,FORECAST 26/27,club rank 17,mean minutes,727.9,
depth_curve,2023-24,club rank 17,mean minutes,941.2,
depth_curve,2024-25,club rank 17,mean minutes,790.9,
depth_curve,2025-26,club rank 17,mean minutes,903.1,
depth_curve,fc - 25/26,club rank 17,mean minutes,-175.3,
depth_curve,fc - 2yr avg,club rank 17,mean minutes,-119.1,
depth_curve,FORECAST 26/27,club rank 18,mean minutes,546.8,
depth_curve,2023-24,club rank 18,mean minutes,831.8,
depth_curve,2024-25,club rank 18,mean minutes,650.2,
depth_curve,2025-26,club rank 18,mean minutes,766.8,
depth_curve,fc - 25/26,club rank 18,mean minutes,-220.0,
depth_curve,fc - 2yr avg,club rank 18,mean minutes,-161.8,
depth_curve,FORECAST 26/27,club rank 19,mean minutes,383.7,
depth_curve,2023-24,club rank 19,mean minutes,665.0,
depth_curve,2024-25,club rank 19,mean minutes,573.6,
depth_curve,2025-26,club rank 19,mean minutes,677.9,
depth_curve,fc - 25/26,club rank 19,mean minutes,-294.2,
depth_curve,fc - 2yr avg,club rank 19,mean minutes,-242.1,
depth_curve,FORECAST 26/27,club rank 20,mean minutes,289.9,
depth_curve,2023-24,club rank 20,mean minutes,523.6,
depth_curve,2024-25,club rank 20,mean minutes,477.6,
depth_curve,2025-26,club rank 20,mean minutes,565.3,
depth_curve,fc - 25/26,club rank 20,mean minutes,-275.4,
depth_curve,fc - 2yr avg,club rank 20,mean minutes,-231.6,
depth_curve,FORECAST 26/27,club rank 21,mean minutes,159.6,
depth_curve,2023-24,club rank 21,mean minutes,432.8,
depth_curve,2024-25,club rank 21,mean minutes,417.6,
depth_curve,2025-26,club rank 21,mean minutes,435.8,
depth_curve,fc - 25/26,club rank 21,mean minutes,-276.2,
depth_curve,fc - 2yr avg,club rank 21,mean minutes,-267.1,
depth_curve,FORECAST 26/27,club rank 22,mean minutes,106.2,
depth_curve,2023-24,club rank 22,mean minutes,316.1,
depth_curve,2024-25,club rank 22,mean minutes,314.2,
depth_curve,2025-26,club rank 22,mean minutes,278.9,
depth_curve,fc - 25/26,club rank 22,mean minutes,-172.8,
depth_curve,fc - 2yr avg,club rank 22,mean minutes,-190.5,
depth_curve,FORECAST 26/27,club rank 23,mean minutes,70.9,
depth_curve,2023-24,club rank 23,mean minutes,238.9,
depth_curve,2024-25,club rank 23,mean minutes,232.8,
depth_curve,2025-26,club rank 23,mean minutes,179.8,
depth_curve,fc - 25/26,club rank 23,mean minutes,-108.8,
depth_curve,fc - 2yr avg,club rank 23,mean minutes,-135.4,
depth_curve,FORECAST 26/27,club rank 24,mean minutes,40.3,
depth_curve,2023-24,club rank 24,mean minutes,180.5,
depth_curve,2024-25,club rank 24,mean minutes,167.2,
depth_curve,2025-26,club rank 24,mean minutes,99.9,
depth_curve,fc - 25/26,club rank 24,mean minutes,-59.6,
depth_curve,fc - 2yr avg,club rank 24,mean minutes,-93.3,
depth_curve,FORECAST 26/27,club rank 25,mean minutes,25.0,
depth_curve,2023-24,club rank 25,mean minutes,137.4,
depth_curve,2024-25,club rank 25,mean minutes,123.7,
depth_curve,2025-26,club rank 25,mean minutes,78.9,
depth_curve,fc - 25/26,club rank 25,mean minutes,-53.9,
depth_curve,fc - 2yr avg,club rank 25,mean minutes,-76.3,
depth_curve,FORECAST 26/27,club rank 26,mean minutes,5.8,
depth_curve,2023-24,club rank 26,mean minutes,92.2,
depth_curve,2024-25,club rank 26,mean minutes,90.8,
depth_curve,2025-26,club rank 26,mean minutes,41.5,
depth_curve,fc - 25/26,club rank 26,mean minutes,-35.7,
depth_curve,fc - 2yr avg,club rank 26,mean minutes,-60.4,
depth_curve,FORECAST 26/27,club rank 27,mean minutes,0.0,
depth_curve,2023-24,club rank 27,mean minutes,68.8,
depth_curve,2024-25,club rank 27,mean minutes,59.8,
depth_curve,2025-26,club rank 27,mean minutes,21.8,
depth_curve,fc - 25/26,club rank 27,mean minutes,-21.8,
depth_curve,fc - 2yr avg,club rank 27,mean minutes,-40.8,
depth_curve,FORECAST 26/27,club rank 28,mean minutes,0.0,
depth_curve,2023-24,club rank 28,mean minutes,39.5,
depth_curve,2024-25,club rank 28,mean minutes,41.5,
depth_curve,2025-26,club rank 28,mean minutes,11.1,
depth_curve,fc - 25/26,club rank 28,mean minutes,-11.1,
depth_curve,fc - 2yr avg,club rank 28,mean minutes,-26.2,
depth_curve,FORECAST 26/27,club rank 29,mean minutes,0.0,
depth_curve,2023-24,club rank 29,mean minutes,23.4,
depth_curve,2024-25,club rank 29,mean minutes,23.2,
depth_curve,2025-26,club rank 29,mean minutes,6.3,
depth_curve,fc - 25/26,club rank 29,mean minutes,-6.3,
depth_curve,fc - 2yr avg,club rank 29,mean minutes,-14.8,
depth_curve,FORECAST 26/27,club rank 30,mean minutes,0.0,
depth_curve,2023-24,club rank 30,mean minutes,9.1,
depth_curve,2024-25,club rank 30,mean minutes,14.9,
depth_curve,2025-26,club rank 30,mean minutes,1.6,
depth_curve,fc - 25/26,club rank 30,mean minutes,-1.6,
depth_curve,fc - 2yr avg,club rank 30,mean minutes,-8.2,
depth_curve,FORECAST 26/27,club rank 31,mean minutes,0.0,
depth_curve,2023-24,club rank 31,mean minutes,2.4,
depth_curve,2024-25,club rank 31,mean minutes,6.3,
depth_curve,2025-26,club rank 31,mean minutes,0.0,
depth_curve,fc - 25/26,club rank 31,mean minutes,0.0,
depth_curve,fc - 2yr avg,club rank 31,mean minutes,-3.1,
depth_curve,FORECAST 26/27,club rank 32,mean minutes,0.0,
depth_curve,2023-24,club rank 32,mean minutes,1.1,
depth_curve,2024-25,club rank 32,mean minutes,3.4,
depth_curve,2025-26,club rank 32,mean minutes,0.0,
depth_curve,fc - 25/26,club rank 32,mean minutes,0.0,
depth_curve,fc - 2yr avg,club rank 32,mean minutes,-1.7,
cumulative_share,FORECAST 26/27,top 1 of club,share of 37620,0.0892,
cumulative_share,2023-24,top 1 of club,share of 37620,0.0864,
cumulative_share,2024-25,top 1 of club,share of 37620,0.086,
cumulative_share,2025-26,top 1 of club,share of 37620,0.0863,
cumulative_share,FORECAST 26/27,top 2 of club,share of 37620,0.1742,
cumulative_share,2023-24,top 2 of club,share of 37620,0.1672,
cumulative_share,2024-25,top 2 of club,share of 37620,0.1672,
cumulative_share,2025-26,top 2 of club,share of 37620,0.1681,
cumulative_share,FORECAST 26/27,top 3 of club,share of 37620,0.2553,
cumulative_share,2023-24,top 3 of club,share of 37620,0.2419,
cumulative_share,2024-25,top 3 of club,share of 37620,0.245,
cumulative_share,2025-26,top 3 of club,share of 37620,0.247,
cumulative_share,FORECAST 26/27,top 4 of club,share of 37620,0.333,
cumulative_share,2023-24,top 4 of club,share of 37620,0.3126,
cumulative_share,2024-25,top 4 of club,share of 37620,0.3182,
cumulative_share,2025-26,top 4 of club,share of 37620,0.3203,
cumulative_share,FORECAST 26/27,top 5 of club,share of 37620,0.4077,
cumulative_share,2023-24,top 5 of club,share of 37620,0.3812,
cumulative_share,2024-25,top 5 of club,share of 37620,0.3873,
cumulative_share,2025-26,top 5 of club,share of 37620,0.3894,
cumulative_share,FORECAST 26/27,top 6 of club,share of 37620,0.479,
cumulative_share,2023-24,top 6 of club,share of 37620,0.4442,
cumulative_share,2024-25,top 6 of club,share of 37620,0.4522,
cumulative_share,2025-26,top 6 of club,share of 37620,0.4545,
cumulative_share,FORECAST 26/27,top 7 of club,share of 37620,0.5462,
cumulative_share,2023-24,top 7 of club,share of 37620,0.5045,
cumulative_share,2024-25,top 7 of club,share of 37620,0.5138,
cumulative_share,2025-26,top 7 of club,share of 37620,0.5151,
cumulative_share,FORECAST 26/27,top 8 of club,share of 37620,0.6095,
cumulative_share,2023-24,top 8 of club,share of 37620,0.5604,
cumulative_share,2024-25,top 8 of club,share of 37620,0.5723,
cumulative_share,2025-26,top 8 of club,share of 37620,0.5708,
cumulative_share,FORECAST 26/27,top 9 of club,share of 37620,0.6686,
cumulative_share,2023-24,top 9 of club,share of 37620,0.6131,
cumulative_share,2024-25,top 9 of club,share of 37620,0.6264,
cumulative_share,2025-26,top 9 of club,share of 37620,0.6221,
cumulative_share,FORECAST 26/27,top 10 of club,share of 37620,0.7244,
cumulative_share,2023-24,top 10 of club,share of 37620,0.6623,
cumulative_share,2024-25,top 10 of club,share of 37620,0.6766,
cumulative_share,2025-26,top 10 of club,share of 37620,0.67,
cumulative_share,FORECAST 26/27,top 11 of club,share of 37620,0.7746,
cumulative_share,2023-24,top 11 of club,share of 37620,0.7073,
cumulative_share,2024-25,top 11 of club,share of 37620,0.7236,
cumulative_share,2025-26,top 11 of club,share of 37620,0.7149,
cumulative_share,FORECAST 26/27,top 12 of club,share of 37620,0.817,
cumulative_share,2023-24,top 12 of club,share of 37620,0.7477,
cumulative_share,2024-25,top 12 of club,share of 37620,0.7664,
cumulative_share,2025-26,top 12 of club,share of 37620,0.7566,
cumulative_share,FORECAST 26/27,top 13 of club,share of 37620,0.8542,
cumulative_share,2023-24,top 13 of club,share of 37620,0.7842,
cumulative_share,2024-25,top 13 of club,share of 37620,0.8039,
cumulative_share,2025-26,top 13 of club,share of 37620,0.7945,
cumulative_share,FORECAST 26/27,top 14 of club,share of 37620,0.886,
cumulative_share,2023-24,top 14 of club,share of 37620,0.8168,
cumulative_share,2024-25,top 14 of club,share of 37620,0.8359,
cumulative_share,2025-26,top 14 of club,share of 37620,0.8291,
cumulative_share,FORECAST 26/27,top 15 of club,share of 37620,0.9127,
cumulative_share,2023-24,top 15 of club,share of 37620,0.8474,
cumulative_share,2024-25,top 15 of club,share of 37620,0.8637,
cumulative_share,2025-26,top 15 of club,share of 37620,0.8598,
cumulative_share,FORECAST 26/27,top 16 of club,share of 37620,0.9361,
cumulative_share,2023-24,top 16 of club,share of 37620,0.8752,
cumulative_share,2024-25,top 16 of club,share of 37620,0.8887,
cumulative_share,2025-26,top 16 of club,share of 37620,0.8867,
cumulative_share,FORECAST 26/27,top 17 of club,share of 37620,0.9554,
cumulative_share,2023-24,top 17 of club,share of 37620,0.9003,
cumulative_share,2024-25,top 17 of club,share of 37620,0.9098,
cumulative_share,2025-26,top 17 of club,share of 37620,0.9107,
cumulative_share,FORECAST 26/27,top 18 of club,share of 37620,0.9699,
cumulative_share,2023-24,top 18 of club,share of 37620,0.9224,
cumulative_share,2024-25,top 18 of club,share of 37620,0.927,
cumulative_share,2025-26,top 18 of club,share of 37620,0.9311,
cumulative_share,FORECAST 26/27,top 19 of club,share of 37620,0.9801,
cumulative_share,2023-24,top 19 of club,share of 37620,0.94,
cumulative_share,2024-25,top 19 of club,share of 37620,0.9423,
cumulative_share,2025-26,top 19 of club,share of 37620,0.9491,
cumulative_share,FORECAST 26/27,top 20 of club,share of 37620,0.9878,
cumulative_share,2023-24,top 20 of club,share of 37620,0.954,
cumulative_share,2024-25,top 20 of club,share of 37620,0.955,
cumulative_share,2025-26,top 20 of club,share of 37620,0.9642,
cumulative_share,FORECAST 26/27,top 21 of club,share of 37620,0.9921,
cumulative_share,2023-24,top 21 of club,share of 37620,0.9655,
cumulative_share,2024-25,top 21 of club,share of 37620,0.9661,
cumulative_share,2025-26,top 21 of club,share of 37620,0.9758,
cumulative_share,FORECAST 26/27,top 22 of club,share of 37620,0.9949,
cumulative_share,2023-24,top 22 of club,share of 37620,0.9739,
cumulative_share,2024-25,top 22 of club,share of 37620,0.9744,
cumulative_share,2025-26,top 22 of club,share of 37620,0.9832,
cumulative_share,FORECAST 26/27,top 23 of club,share of 37620,0.9968,
cumulative_share,2023-24,top 23 of club,share of 37620,0.9802,
cumulative_share,2024-25,top 23 of club,share of 37620,0.9806,
cumulative_share,2025-26,top 23 of club,share of 37620,0.9879,
cumulative_share,FORECAST 26/27,top 24 of club,share of 37620,0.9979,
cumulative_share,2023-24,top 24 of club,share of 37620,0.985,
cumulative_share,2024-25,top 24 of club,share of 37620,0.9851,
cumulative_share,2025-26,top 24 of club,share of 37620,0.9906,
cumulative_share,FORECAST 26/27,top 25 of club,share of 37620,0.9985,
cumulative_share,2023-24,top 25 of club,share of 37620,0.9887,
cumulative_share,2024-25,top 25 of club,share of 37620,0.9884,
cumulative_share,2025-26,top 25 of club,share of 37620,0.9927,
cumulative_share,FORECAST 26/27,top 26 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 26 of club,share of 37620,0.9911,
cumulative_share,2024-25,top 26 of club,share of 37620,0.9908,
cumulative_share,2025-26,top 26 of club,share of 37620,0.9938,
cumulative_share,FORECAST 26/27,top 27 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 27 of club,share of 37620,0.993,
cumulative_share,2024-25,top 27 of club,share of 37620,0.9924,
cumulative_share,2025-26,top 27 of club,share of 37620,0.9944,
cumulative_share,FORECAST 26/27,top 28 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 28 of club,share of 37620,0.994,
cumulative_share,2024-25,top 28 of club,share of 37620,0.9935,
cumulative_share,2025-26,top 28 of club,share of 37620,0.9947,
cumulative_share,FORECAST 26/27,top 29 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 29 of club,share of 37620,0.9946,
cumulative_share,2024-25,top 29 of club,share of 37620,0.9941,
cumulative_share,2025-26,top 29 of club,share of 37620,0.9948,
cumulative_share,FORECAST 26/27,top 30 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 30 of club,share of 37620,0.9949,
cumulative_share,2024-25,top 30 of club,share of 37620,0.9945,
cumulative_share,2025-26,top 30 of club,share of 37620,0.9949,
cumulative_share,FORECAST 26/27,top 31 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 31 of club,share of 37620,0.9949,
cumulative_share,2024-25,top 31 of club,share of 37620,0.9946,
cumulative_share,2025-26,top 31 of club,share of 37620,0.9949,
cumulative_share,FORECAST 26/27,top 32 of club,share of 37620,0.9987,
cumulative_share,2023-24,top 32 of club,share of 37620,0.995,
cumulative_share,2024-25,top 32 of club,share of 37620,0.9947,
cumulative_share,2025-26,top 32 of club,share of 37620,0.9949,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 0,108.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 1-500,123.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 500-1500,108.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 1500-2500,108.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 2500-3000,74.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band 3000+,61.0,
bands_gw1_roster,FORECAST 26/27 (n=582),league,band total,582.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 0,186.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 1-500,121.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 500-1500,131.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 1500-2500,121.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 2500-3000,61.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band 3000+,38.0,
bands_gw1_roster,actual 2023-24 GW1 roster (n=658),league,band total,658.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 0,138.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 1-500,124.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 500-1500,126.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 1500-2500,125.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 2500-3000,63.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band 3000+,40.0,
bands_gw1_roster,actual 2024-25 GW1 roster (n=616),league,band total,616.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 0,228.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 1-500,107.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 500-1500,136.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 1500-2500,119.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 2500-3000,58.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band 3000+,42.0,
bands_gw1_roster,actual 2025-26 GW1 roster (n=690),league,band total,690.0,
late_arrivals,2023-24,league,players added after GW1,207.0,
late_arrivals,2023-24,league,minutes they played,61305.0,
late_arrivals,2023-24,league,share of league budget,0.0815,
late_arrivals,2023-24,league,of them with 500+ minutes,44.0,
late_arrivals,2024-25,league,players added after GW1,188.0,
late_arrivals,2024-25,league,minutes they played,50825.0,
late_arrivals,2024-25,league,share of league budget,0.0676,
late_arrivals,2024-25,league,of them with 500+ minutes,31.0,
late_arrivals,2025-26,league,players added after GW1,151.0,
late_arrivals,2025-26,league,minutes they played,67345.0,
late_arrivals,2025-26,league,share of league budget,0.0895,
late_arrivals,2025-26,league,of them with 500+ minutes,39.0,
zero_rate,2023-24,GW1 roster,pct on 0 minutes,0.2827,
zero_rate,2024-25,GW1 roster,pct on 0 minutes,0.224,
zero_rate,2025-26,GW1 roster,pct on 0 minutes,0.3304,
zero_rate,2026-27,forecast,pct on 0 minutes,0.1856,
keepers,2026-27,forecast,clubs with a 3000+ keeper,20.0,
keepers,2026-27,forecast,clubs with a 3200+ keeper,18.0,
keepers,2026-27,forecast,keepers used per club (mean),2.05,
keepers,2023-24,actual,clubs with a 3000+ keeper,8.0,
keepers,2023-24,actual,clubs with a 3200+ keeper,6.0,
keepers,2023-24,actual,keepers used per club (mean),2.0,
keepers,2024-25,actual,clubs with a 3000+ keeper,9.0,
keepers,2024-25,actual,clubs with a 3200+ keeper,7.0,
keepers,2024-25,actual,keepers used per club (mean),2.2,
keepers,2025-26,actual,clubs with a 3000+ keeper,11.0,
keepers,2025-26,actual,clubs with a 3200+ keeper,7.0,
keepers,2025-26,actual,keepers used per club (mean),2.0,
outfield,2026-27,forecast,>=3000,43.0,
outfield,2026-27,forecast,>=2500,119.0,
outfield,2026-27,forecast,>=2000,174.0,
outfield,2023-24,actual,>=3000,32.0,
outfield,2023-24,actual,>=2500,88.0,
outfield,2023-24,actual,>=2000,146.0,
outfield,2024-25,actual,>=3000,33.0,
outfield,2024-25,actual,>=2500,91.0,
outfield,2024-25,actual,>=2000,152.0,
outfield,2025-26,actual,>=3000,33.0,
outfield,2025-26,actual,>=2500,90.0,
outfield,2025-26,actual,>=2000,137.0,
top_n_share,FORECAST 26/27,top 11,mean share of 37620,0.7746,
top_n_share,2023-24,top 11,mean share of 37620,0.7073,
top_n_share,2024-25,top 11,mean share of 37620,0.7236,
top_n_share,2025-26,top 11,mean share of 37620,0.7149,
top_n_share,FORECAST 26/27,top 14,mean share of 37620,0.886,
top_n_share,2023-24,top 14,mean share of 37620,0.8168,
top_n_share,2024-25,top 14,mean share of 37620,0.8359,
top_n_share,2025-26,top 14,mean share of 37620,0.8291,
top_n_share,FORECAST 26/27,top 16,mean share of 37620,0.9361,
top_n_share,2023-24,top 16,mean share of 37620,0.8752,
top_n_share,2024-25,top 16,mean share of 37620,0.8887,
top_n_share,2025-26,top 16,mean share of 37620,0.8867,
top_n_share,FORECAST 26/27,top 18,mean share of 37620,0.9699,
top_n_share,2023-24,top 18,mean share of 37620,0.9224,
top_n_share,2024-25,top 18,mean share of 37620,0.927,
top_n_share,2025-26,top 18,mean share of 37620,0.9311,
top_n_share,FORECAST 26/27,top 22,mean share of 37620,0.9949,
top_n_share,2023-24,top 22,mean share of 37620,0.9739,
top_n_share,2024-25,top 22,mean share of 37620,0.9744,
top_n_share,2025-26,top 22,mean share of 37620,0.9832,
club_thresholds,FORECAST 26/27,>=1000,mean per club,14.8,
club_thresholds,FORECAST 26/27,>=1000,max club,18.0,
club_thresholds,FORECAST 26/27,>=1000,min club,11.0,
club_thresholds,FORECAST 26/27,>=2000,mean per club,9.7,
club_thresholds,FORECAST 26/27,>=2000,max club,11.0,
club_thresholds,FORECAST 26/27,>=2000,min club,7.0,
club_thresholds,FORECAST 26/27,>=2500,mean per club,6.95,
club_thresholds,FORECAST 26/27,>=2500,max club,9.0,
club_thresholds,FORECAST 26/27,>=2500,min club,3.0,
club_thresholds,FORECAST 26/27,>=3000,mean per club,3.15,
club_thresholds,FORECAST 26/27,>=3000,max club,5.0,
club_thresholds,FORECAST 26/27,>=3000,min club,1.0,
club_thresholds,actual 2023-24,>=1000,mean per club,15.95,
club_thresholds,actual 2023-24,>=1000,max club,19.0,
club_thresholds,actual 2023-24,>=1000,min club,13.0,
club_thresholds,actual 2023-24,>=2000,mean per club,8.05,
club_thresholds,actual 2023-24,>=2000,max club,11.0,
club_thresholds,actual 2023-24,>=2000,min club,3.0,
club_thresholds,actual 2023-24,>=2500,mean per club,5.15,
club_thresholds,actual 2023-24,>=2500,max club,9.0,
club_thresholds,actual 2023-24,>=2500,min club,2.0,
club_thresholds,actual 2023-24,>=3000,mean per club,2.0,
club_thresholds,actual 2023-24,>=3000,max club,4.0,
club_thresholds,actual 2023-24,>=3000,min club,0.0,
club_thresholds,actual 2024-25,>=1000,mean per club,15.25,
club_thresholds,actual 2024-25,>=1000,max club,18.0,
club_thresholds,actual 2024-25,>=1000,min club,12.0,
club_thresholds,actual 2024-25,>=2000,mean per club,8.55,
club_thresholds,actual 2024-25,>=2000,max club,11.0,
club_thresholds,actual 2024-25,>=2000,min club,6.0,
club_thresholds,actual 2024-25,>=2500,mean per club,5.3,
club_thresholds,actual 2024-25,>=2500,max club,8.0,
club_thresholds,actual 2024-25,>=2500,min club,1.0,
club_thresholds,actual 2024-25,>=3000,mean per club,2.1,
club_thresholds,actual 2024-25,>=3000,max club,5.0,
club_thresholds,actual 2024-25,>=3000,min club,0.0,
club_thresholds,actual 2025-26,>=1000,mean per club,16.05,
club_thresholds,actual 2025-26,>=1000,max club,20.0,
club_thresholds,actual 2025-26,>=1000,min club,14.0,
club_thresholds,actual 2025-26,>=2000,mean per club,7.75,
club_thresholds,actual 2025-26,>=2000,max club,10.0,
club_thresholds,actual 2025-26,>=2000,min club,5.0,
club_thresholds,actual 2025-26,>=2500,mean per club,5.25,
club_thresholds,actual 2025-26,>=2500,max club,8.0,
club_thresholds,actual 2025-26,>=2500,min club,2.0,
club_thresholds,actual 2025-26,>=3000,mean per club,2.2,
club_thresholds,actual 2025-26,>=3000,max club,4.0,
club_thresholds,actual 2025-26,>=3000,min club,0.0,
stability,2021/22,league,players >=3000 mins,39.0,weighted 0 before 23/24
stability,2021/22,league,players >=2500 mins,100.0,weighted 0 before 23/24
stability,2022/23,league,players >=3000 mins,46.0,weighted 0 before 23/24
stability,2022/23,league,players >=2500 mins,99.0,weighted 0 before 23/24
stability,2023/24,league,players >=3000 mins,40.0,weighted 0 before 23/24
stability,2023/24,league,players >=2500 mins,103.0,weighted 0 before 23/24
stability,2024/25,league,players >=3000 mins,42.0,weighted 0 before 23/24
stability,2024/25,league,players >=2500 mins,106.0,weighted 0 before 23/24
stability,2025/26,league,players >=3000 mins,44.0,weighted 0 before 23/24
stability,2025/26,league,players >=2500 mins,105.0,weighted 0 before 23/24
stability,2026-27,forecast,players >=3000 mins,63.0,
stability,2026-27,forecast,players >=2500 mins,139.0,
top_end_by_source,2026-27,Solio untouched rows,n rows,353.0,
top_end_by_source,2026-27,research rows,n rows,226.0,
top_end_by_source,2026-27,25/26 actual rows,n rows,3.0,
top_end_by_source,2026-27,Solio untouched rows,of them >=3000,52.0,
top_end_by_source,2026-27,research rows,of them >=3000,11.0,
top_end_by_source,2026-27,25/26 actual rows,of them >=3000,0.0,
top_end_by_source,2026-27,"Solio raw, all 568 draftable rows",>=3000,89.0,
top_end_by_source,2026-27,"Solio raw, all 568 draftable rows",>=2500,162.0,
top_end_by_source,2026-27,the 215 researched rows,Solio said >=3000,37.0,
top_end_by_source,2026-27,the 215 researched rows,research says >=3000,11.0,
top_end_by_source,2026-27,the 215 researched rows,mean minutes delta vs Solio,0.0,"research redistributed, it did not shrink"
