block,season,key,metric,value,note
bands,2026-27,FORECAST 26/27,band 0,108.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,band 1-500,123.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,band 500-1500,108.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,band 1500-2500,108.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,band 2500-3000,74.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,band 3000+,61.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,n players,582.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,total minutes,751407.0,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,mean,1291.1,"registered 26/27 squads, n=587"
bands,2026-27,FORECAST 26/27,median,1013.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p10,0.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p20,15.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p30,175.2,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p40,530.4,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p50,1013.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p60,1600.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p70,2150.0,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p80,2654.8,"registered 26/27 squads, n=587"
deciles,2026-27,FORECAST 26/27,p90,3041.1,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=1000,296.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=1500,246.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=2000,194.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=2500,139.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=2750,103.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=3000,63.0,"registered 26/27 squads, n=587"
thresholds,2026-27,FORECAST 26/27,>=3200,35.0,"registered 26/27 squads, n=587"
concentration,2026-27,FORECAST 26/27,gini,0.5152,"registered 26/27 squads, n=587"
bands,2023-24,actual 2023-24 all,band 0,295.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,band 1-500,175.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,band 500-1500,165.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,band 1500-2500,127.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,band 2500-3000,65.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,band 3000+,38.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,n players,865.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,total minutes,748630.0,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,mean,865.5,end-of-season FPL roster
bands,2023-24,actual 2023-24 all,median,343.0,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p10,0.0,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p20,0.0,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p30,0.0,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p40,23.2,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p50,343.0,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p60,829.8,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p70,1336.6,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p80,1934.6,end-of-season FPL roster
deciles,2023-24,actual 2023-24 all,p90,2614.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=1000,319.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=1500,231.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=2000,161.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=2500,103.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=2750,70.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=3000,40.0,end-of-season FPL roster
thresholds,2023-24,actual 2023-24 all,>=3200,17.0,end-of-season FPL roster
concentration,2023-24,actual 2023-24 all,gini,0.6341,end-of-season FPL roster
bands,2023-24,actual 2023-24 stayers,band 0,186.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,band 1-500,74.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,band 500-1500,122.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,band 1500-2500,121.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,band 2500-3000,61.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,band 3000+,38.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,n players,602.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,total minutes,670984.0,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,mean,1114.6,no mid-season arrival/departure
bands,2023-24,actual 2023-24 stayers,median,911.0,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p10,0.0,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p20,0.0,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p30,0.0,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p40,383.2,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p50,911.0,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p60,1351.6,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p70,1799.5,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p80,2261.8,no mid-season arrival/departure
deciles,2023-24,actual 2023-24 stayers,p90,2789.7,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=1000,292.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=1500,220.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=2000,154.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=2500,99.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=2750,67.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=3000,39.0,no mid-season arrival/departure
thresholds,2023-24,actual 2023-24 stayers,>=3200,17.0,no mid-season arrival/departure
concentration,2023-24,actual 2023-24 stayers,gini,0.5488,no mid-season arrival/departure
bands,2024-25,actual 2024-25 all,band 0,242.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,band 1-500,177.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,band 500-1500,145.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,band 1500-2500,134.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,band 2500-3000,64.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,band 3000+,42.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,n players,804.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,total minutes,748481.0,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,mean,930.9,end-of-season FPL roster
bands,2024-25,actual 2024-25 all,median,426.5,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p10,0.0,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p20,0.0,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p30,0.0,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p40,121.6,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p50,426.5,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p60,889.8,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p70,1461.1,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p80,2088.6,end-of-season FPL roster
deciles,2024-25,actual 2024-25 all,p90,2664.9,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=1000,305.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=1500,240.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=2000,171.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=2500,106.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=2750,73.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=3000,42.0,end-of-season FPL roster
thresholds,2024-25,actual 2024-25 all,>=3200,20.0,end-of-season FPL roster
concentration,2024-25,actual 2024-25 all,gini,0.6161,end-of-season FPL roster
bands,2024-25,actual 2024-25 stayers,band 0,138.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,band 1-500,92.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,band 500-1500,119.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,band 1500-2500,125.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,band 2500-3000,63.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,band 3000+,40.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,n players,577.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,total minutes,688937.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,mean,1194.0,no mid-season arrival/departure
bands,2024-25,actual 2024-25 stayers,median,978.0,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p10,0.0,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p20,0.0,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p30,149.2,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p40,509.6,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p50,978.0,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p60,1434.2,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p70,1921.0,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p80,2385.8,no mid-season arrival/departure
deciles,2024-25,actual 2024-25 stayers,p90,2853.6,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=1000,286.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=1500,228.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=2000,163.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=2500,103.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=2750,70.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=3000,40.0,no mid-season arrival/departure
thresholds,2024-25,actual 2024-25 stayers,>=3200,20.0,no mid-season arrival/departure
concentration,2024-25,actual 2024-25 stayers,gini,0.5215,no mid-season arrival/departure
bands,2025-26,actual 2025-26 all,band 0,304.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,band 1-500,143.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,band 500-1500,154.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,band 1500-2500,135.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,band 2500-3000,61.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,band 3000+,44.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,n players,841.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,total minutes,748552.0,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,mean,890.1,end-of-season FPL roster
bands,2025-26,actual 2025-26 all,median,319.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p10,0.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p20,0.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p30,0.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p40,19.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p50,319.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p60,920.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p70,1410.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p80,1909.0,end-of-season FPL roster
deciles,2025-26,actual 2025-26 all,p90,2706.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=1000,321.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=1500,240.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=2000,155.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=2500,105.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=2750,78.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=3000,44.0,end-of-season FPL roster
thresholds,2025-26,actual 2025-26 all,>=3200,24.0,end-of-season FPL roster
concentration,2025-26,actual 2025-26 all,gini,0.6323,end-of-season FPL roster
bands,2025-26,actual 2025-26 stayers,band 0,228.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,band 1-500,74.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,band 500-1500,132.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,band 1500-2500,118.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,band 2500-3000,58.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,band 3000+,42.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,n players,652.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,total minutes,672047.0,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,mean,1030.7,no mid-season arrival/departure
bands,2025-26,actual 2025-26 stayers,median,682.5,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p10,0.0,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p20,0.0,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p30,0.0,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p40,100.4,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p50,682.5,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p60,1167.6,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p70,1670.0,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p80,2167.2,no mid-season arrival/departure
deciles,2025-26,actual 2025-26 stayers,p90,2795.9,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=1000,286.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=1500,218.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=2000,146.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=2500,100.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=2750,74.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=3000,42.0,no mid-season arrival/departure
thresholds,2025-26,actual 2025-26 stayers,>=3200,24.0,no mid-season arrival/departure
concentration,2025-26,actual 2025-26 stayers,gini,0.5856,no mid-season arrival/departure
bands,2026-27,FORECAST 26/27 top30,band 0,85.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,band 1-500,123.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,band 500-1500,108.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,band 1500-2500,108.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,band 2500-3000,74.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,band 3000+,61.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,n players,559.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,total minutes,751407.0,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,mean,1344.2,top 30 minutes per club
bands,2026-27,FORECAST 26/27 top30,median,1150.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p10,0.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p20,35.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p30,263.8,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p40,619.2,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p50,1150.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p60,1750.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p70,2200.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p80,2696.0,top 30 minutes per club
deciles,2026-27,FORECAST 26/27 top30,p90,3050.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=1000,296.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=1500,246.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=2000,194.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=2500,139.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=2750,103.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=3000,63.0,top 30 minutes per club
thresholds,2026-27,FORECAST 26/27 top30,>=3200,35.0,top 30 minutes per club
concentration,2026-27,FORECAST 26/27 top30,gini,0.4952,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 0,41.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 1-500,164.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 500-1500,165.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 1500-2500,127.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 2500-3000,65.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,band 3000+,38.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,n players,600.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,total minutes,748534.0,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,mean,1247.6,top 30 minutes per club
bands,2023-24,actual 2023-24 top30,median,1125.5,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p10,5.0,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p20,118.0,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p30,404.4,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p40,776.0,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p50,1125.5,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p60,1440.0,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p70,1885.3,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p80,2319.0,top 30 minutes per club
deciles,2023-24,actual 2023-24 top30,p90,2840.1,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=1000,319.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=1500,231.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=2000,161.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=2500,103.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=2750,70.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=3000,40.0,top 30 minutes per club
thresholds,2023-24,actual 2023-24 top30,>=3200,17.0,top 30 minutes per club
concentration,2023-24,actual 2023-24 top30,gini,0.4726,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 0,50.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 1-500,165.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 500-1500,145.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 1500-2500,134.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 2500-3000,64.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,band 3000+,42.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,n players,600.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,total minutes,748238.0,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,mean,1247.1,top 30 minutes per club
bands,2024-25,actual 2024-25 top30,median,1049.0,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p10,3.9,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p20,125.8,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p30,341.4,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p40,669.2,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p50,1049.0,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p60,1495.8,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p70,1925.7,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p80,2385.2,top 30 minutes per club
deciles,2024-25,actual 2024-25 top30,p90,2880.9,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=1000,305.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=1500,240.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=2000,171.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=2500,106.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=2750,73.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=3000,42.0,top 30 minutes per club
thresholds,2024-25,actual 2024-25 top30,>=3200,20.0,top 30 minutes per club
concentration,2024-25,actual 2024-25 top30,gini,0.486,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 0,63.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 1-500,143.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 500-1500,154.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 1500-2500,135.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 2500-3000,61.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,band 3000+,44.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,n players,600.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,total minutes,748552.0,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,mean,1247.6,top 30 minutes per club
bands,2025-26,actual 2025-26 top30,median,1092.0,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p10,0.0,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p20,68.6,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p30,340.0,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p40,733.8,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p50,1092.0,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p60,1499.8,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p70,1839.2,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p80,2331.8,top 30 minutes per club
deciles,2025-26,actual 2025-26 top30,p90,2861.8,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=1000,321.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=1500,240.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=2000,155.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=2500,105.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=2750,78.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=3000,44.0,top 30 minutes per club
thresholds,2025-26,actual 2025-26 top30,>=3200,24.0,top 30 minutes per club
concentration,2025-26,actual 2025-26 top30,gini,0.4845,top 30 minutes per club
per_club,2026-27,FORECAST|ARS,players,28.0,
per_club,2026-27,FORECAST|AVL,players,28.0,
per_club,2026-27,FORECAST|BHA,players,30.0,
per_club,2026-27,FORECAST|BOU,players,27.0,
per_club,2026-27,FORECAST|BRE,players,26.0,
per_club,2026-27,FORECAST|CHE,players,38.0,
per_club,2026-27,FORECAST|COV,players,30.0,
per_club,2026-27,FORECAST|CRY,players,30.0,
per_club,2026-27,FORECAST|EVE,players,24.0,
per_club,2026-27,FORECAST|FUL,players,23.0,
per_club,2026-27,FORECAST|HUL,players,31.0,
per_club,2026-27,FORECAST|IPS,players,30.0,
per_club,2026-27,FORECAST|LEE,players,25.0,
per_club,2026-27,FORECAST|LIV,players,35.0,
per_club,2026-27,FORECAST|MCI,players,30.0,
per_club,2026-27,FORECAST|MUN,players,33.0,
per_club,2026-27,FORECAST|NEW,players,25.0,
per_club,2026-27,FORECAST|NFO,players,28.0,
per_club,2026-27,FORECAST|SUN,players,25.0,
per_club,2026-27,FORECAST|TOT,players,36.0,
per_club,2026-27,FORECAST|ARS,used(>0),25.0,
per_club,2026-27,FORECAST|AVL,used(>0),24.0,
per_club,2026-27,FORECAST|BHA,used(>0),24.0,
per_club,2026-27,FORECAST|BOU,used(>0),24.0,
per_club,2026-27,FORECAST|BRE,used(>0),21.0,
per_club,2026-27,FORECAST|CHE,used(>0),26.0,
per_club,2026-27,FORECAST|COV,used(>0),24.0,
per_club,2026-27,FORECAST|CRY,used(>0),22.0,
per_club,2026-27,FORECAST|EVE,used(>0),23.0,
per_club,2026-27,FORECAST|FUL,used(>0),22.0,
per_club,2026-27,FORECAST|HUL,used(>0),25.0,
per_club,2026-27,FORECAST|IPS,used(>0),26.0,
per_club,2026-27,FORECAST|LEE,used(>0),21.0,
per_club,2026-27,FORECAST|LIV,used(>0),26.0,
per_club,2026-27,FORECAST|MCI,used(>0),22.0,
per_club,2026-27,FORECAST|MUN,used(>0),24.0,
per_club,2026-27,FORECAST|NEW,used(>0),23.0,
per_club,2026-27,FORECAST|NFO,used(>0),25.0,
per_club,2026-27,FORECAST|SUN,used(>0),21.0,
per_club,2026-27,FORECAST|TOT,used(>0),26.0,
per_club,2026-27,FORECAST|ARS,total_mins,37611.0,
per_club,2026-27,FORECAST|AVL,total_mins,37609.0,
per_club,2026-27,FORECAST|BHA,total_mins,37621.0,
per_club,2026-27,FORECAST|BOU,total_mins,37749.0,
per_club,2026-27,FORECAST|BRE,total_mins,37802.0,
per_club,2026-27,FORECAST|CHE,total_mins,37628.0,
per_club,2026-27,FORECAST|COV,total_mins,37524.0,
per_club,2026-27,FORECAST|CRY,total_mins,36367.0,
per_club,2026-27,FORECAST|EVE,total_mins,37714.0,
per_club,2026-27,FORECAST|FUL,total_mins,37773.0,
per_club,2026-27,FORECAST|HUL,total_mins,37570.0,
per_club,2026-27,FORECAST|IPS,total_mins,37610.0,
per_club,2026-27,FORECAST|LEE,total_mins,37427.0,
per_club,2026-27,FORECAST|LIV,total_mins,37911.0,
per_club,2026-27,FORECAST|MCI,total_mins,37609.0,
per_club,2026-27,FORECAST|MUN,total_mins,37894.0,
per_club,2026-27,FORECAST|NEW,total_mins,37195.0,
per_club,2026-27,FORECAST|NFO,total_mins,37693.0,
per_club,2026-27,FORECAST|SUN,total_mins,37587.0,
per_club,2026-27,FORECAST|TOT,total_mins,37513.0,
per_club,2026-27,FORECAST|ARS,n_1000+,16.0,
per_club,2026-27,FORECAST|AVL,n_1000+,14.0,
per_club,2026-27,FORECAST|BHA,n_1000+,16.0,
per_club,2026-27,FORECAST|BOU,n_1000+,15.0,
per_club,2026-27,FORECAST|BRE,n_1000+,15.0,
per_club,2026-27,FORECAST|CHE,n_1000+,13.0,
per_club,2026-27,FORECAST|COV,n_1000+,13.0,
per_club,2026-27,FORECAST|CRY,n_1000+,17.0,
per_club,2026-27,FORECAST|EVE,n_1000+,12.0,
per_club,2026-27,FORECAST|FUL,n_1000+,17.0,
per_club,2026-27,FORECAST|HUL,n_1000+,14.0,
per_club,2026-27,FORECAST|IPS,n_1000+,15.0,
per_club,2026-27,FORECAST|LEE,n_1000+,13.0,
per_club,2026-27,FORECAST|LIV,n_1000+,15.0,
